yearAndColor,tone,panelNo,details,bgColor,manufacturer,colorCode,colorDescription,yearRange,models,modelsWithYears,alternativeCodes,alternativeDescriptions,familyId,sid,make,model,description,url,content,year,color,image_path
,STANDARD,10726,Color Information,"rgb(207, 205, 198)",BMW,300,Manufacturer,1993 - 2025,"1 SERIES,1 SERIES,120,2 ACTIVE TOURER,2 SERIES,2 SERIES,2-SERIES GRAN COUPE,2-SERIES GRAN TOURER,3 SER. GT,3 SER. GT,3 SERIES,3 SERIES,4 SER. GRAN COUPE,4 SER. GRAN COUPE,4 SERIES,4 SERIES,5 SERIES,5 SERIES,6 GRAN COUPE,6 SERIES,6 SERIES,6 SERIES GT,6 SERIES GT,7 SERIES,7 SERIES,8 SERIES,850,I4,IX,M2,M3,M3 COUPE,M3 LIMOUSINE,M4,M5,M5 LIMOUSINE,M5 TOURING,M6,M6 CABRIO,M6 COUPE,M760 LI,M8,X1,X2,X3,X4,X5,X6,X7,Z3,Z3 ROADSTER,Z4","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","ALPIN WHITE,ALPINE WHITE,ALPINE WHITE III,BRANCO ALPINO","ALPIN WHITE,ALPINE WHITE,ALPINE WHITE III,BRANCO ALPINO",2570,691afb0a34e432.96897834,BMW,850,,/v2/search/family,BMW 300 ALPINWEISS III 1993 - 2025,1993 - 2025,ALPINWEISS III,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/ac9cd4659f685cc96bf70de8110fcb70_b4af06b6-2467-46df-b7c4-3a1976e71027.png?v=1763382704
"Bumper, Door Window, Mirror",STANDARD,20863,Color Information,"rgb(27, 27, 28)",BMW,668,Manufacturer,1990 - 2025,"1 SERIES,2 SERIES,3 SERIES,4 SERIES,5 SERIES,6 GRAN COUPE,6 SERIES,6 SERIES GT,7 SERIES,850,I3,I8,M3,M3 COUPE,M3 LIMOUSINE,M5,M5 LIMOUSINE,M5 TOURING,X1,X2,X3,X4,X5,X6,Z3,Z3 ROADSTER,Z4,Z8","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","BLACK,BONNET FLUID BLACK,FLUID BLACK,JET BLACK","BLACK,BONNET FLUID BLACK,FLUID BLACK,JET BLACK",2881,691afb0a34e432.96897834,BMW,850,,/v2/search/family,"BMW 668 SCHWARZ II 1990 - 2025 Bumper, Door Window, Mirror",1990 - 2025,SCHWARZ II,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/5e18715b4eac0ec8bcd325e821f9d5c0_4e05e8da-cd3e-4339-b049-8b583a15fc4d.png?v=1763382725
,STANDARD,21346,Color Information,"rgba(0, 0, 1, 1)",BMW,A46,Manufacturer,2007 - 2025,"B6 ALPINA,B7 ALPINA","[object Object],[object Object]","567,FE60-51G6,WA46,WX06,X06",,2986,691afb0a34e432.96897834,BMW,B6 ALPINA,,/v2/search/family,BMW A46 BLAU II ALPINA-MET. 2007 - 2025,2007 - 2025,BLAU II ALPINA-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/9e051a0bde1679ec2bb1b8a4ba07e461.png?v=1763382827
,STANDARD,21346,Color Information,"rgba(0, 0, 1, 1)",BMW,WA46,Manufacturer,2007 - 2025,"B6 ALPINA,B7 ALPINA","[object Object],[object Object]","567,A46,FE60-51G6,WX06,X06",,3119,691afb0a34e432.96897834,BMW,B6 ALPINA,,/v2/search/family,BMW WA46 BLAU II ALPINA-MET. 2007 - 2025,2007 - 2025,BLAU II ALPINA-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/b58a173d8c07f0607d1e9a668fd7d86d.png?v=1763382846
,STANDARD,28419,Color Information,"rgba(0, 1, 2, 1)",BMW,WX09,Manufacturer,2007 - 2025,"3 SERIES,B6 ALPINA,B7 ALPINA","[object Object],[object Object],[object Object]","U08,X09",ALPINA GREEN-MET.,94684,691afb0a34e432.96897834,BMW,B6 ALPINA,,/v2/search/family,BMW WX09 ALPINAGRUEN II-MET. 2007 - 2025,2007 - 2025,ALPINAGRUEN II-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/71965e355d2df552f588ee6d1e8869a4.png?v=1763382864
,STANDARD,21346,Color Information,"rgba(0, 0, 1, 1)",BMW,A46,Manufacturer,2007 - 2025,"B6 ALPINA,B7 ALPINA","[object Object],[object Object]","567,FE60-51G6,WA46,WX06,X06",,2986,691afb0a34e432.96897834,BMW,B7 ALPINA,,/v2/search/family,BMW A46 BLAU II ALPINA-MET. 2007 - 2025,2007 - 2025,BLAU II ALPINA-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/a76c18d7a8fa63b7b6864161193d7747.png?v=1763382910
,STANDARD,21346,Color Information,"rgba(0, 0, 1, 1)",BMW,WA46,Manufacturer,2007 - 2025,"B6 ALPINA,B7 ALPINA","[object Object],[object Object]","567,A46,FE60-51G6,WX06,X06",,3119,691afb0a34e432.96897834,BMW,B7 ALPINA,,/v2/search/family,BMW WA46 BLAU II ALPINA-MET. 2007 - 2025,2007 - 2025,BLAU II ALPINA-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/bcfd6eabbbccfc2f6f7e375c50eab5c7.png?v=1763382926
,STANDARD,28419,Color Information,"rgba(0, 1, 2, 1)",BMW,WX09,Manufacturer,2007 - 2025,"3 SERIES,B6 ALPINA,B7 ALPINA","[object Object],[object Object],[object Object]","U08,X09",ALPINA GREEN-MET.,94684,691afb0a34e432.96897834,BMW,B7 ALPINA,,/v2/search/family,BMW WX09 ALPINAGRUEN II-MET. 2007 - 2025,2007 - 2025,ALPINAGRUEN II-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/462fdfce272bfdc4b810f7a11c066321.png?v=1763382942
"Bumper, Door Window, Mirror",STANDARD,20863,Color Information,"rgb(27, 27, 28)",BMW,668,Manufacturer,1990 - 2025,"1 SERIES,2 SERIES,3 SERIES,4 SERIES,5 SERIES,6 GRAN COUPE,6 SERIES,6 SERIES GT,7 SERIES,850,I3,I8,M3,M3 COUPE,M3 LIMOUSINE,M5,M5 LIMOUSINE,M5 TOURING,X1,X2,X3,X4,X5,X6,Z3,Z3 ROADSTER,Z4,Z8","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","BLACK,BONNET FLUID BLACK,FLUID BLACK,JET BLACK","BLACK,BONNET FLUID BLACK,FLUID BLACK,JET BLACK",2881,691afb0a34e432.96897834,BMW,I3,,/v2/search/family,"BMW 668 SCHWARZ II 1990 - 2025 Bumper, Door Window, Mirror",1990 - 2025,SCHWARZ II,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/5e18715b4eac0ec8bcd325e821f9d5c0_fc9b522d-7803-4673-8099-f8892eabd5e3.png?v=1763383016
,STANDARD,10726,Color Information,"rgb(207, 205, 198)",BMW,300,Manufacturer,1993 - 2025,"1 SERIES,1 SERIES,120,2 ACTIVE TOURER,2 SERIES,2 SERIES,2-SERIES GRAN COUPE,2-SERIES GRAN TOURER,3 SER. GT,3 SER. GT,3 SERIES,3 SERIES,4 SER. GRAN COUPE,4 SER. GRAN COUPE,4 SERIES,4 SERIES,5 SERIES,5 SERIES,6 GRAN COUPE,6 SERIES,6 SERIES,6 SERIES GT,6 SERIES GT,7 SERIES,7 SERIES,8 SERIES,850,I4,IX,M2,M3,M3 COUPE,M3 LIMOUSINE,M4,M5,M5 LIMOUSINE,M5 TOURING,M6,M6 CABRIO,M6 COUPE,M760 LI,M8,X1,X2,X3,X4,X5,X6,X7,Z3,Z3 ROADSTER,Z4","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","ALPIN WHITE,ALPINE WHITE,ALPINE WHITE III,BRANCO ALPINO","ALPIN WHITE,ALPINE WHITE,ALPINE WHITE III,BRANCO ALPINO",2570,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW 300 ALPINWEISS III 1993 - 2025,1993 - 2025,ALPINWEISS III,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/ac9cd4659f685cc96bf70de8110fcb70_0661e6e6-d4eb-4ea9-afa4-3f3906d9023b.png?v=1763383064
Roof,STANDARD,20835,Color Information,"rgba(0, 1, 1, 1)",BMW,475,Manufacturer,2000 - 2025,"1 SERIES,118,120,2 SERIES,2-SERIES GRAN COUPE,3 SER. GT,3 SERIES,4 SER. GRAN COUPE,4 SERIES,5 SERIES,6 GRAN COUPE,6 SERIES,6 SERIES GT,7 SERIES,8 SERIES,I4,IX,M2,M3,M4,M5,M5 LIMOUSINE,M5 TOURING,M6,M6 CABRIO,M6 COUPE,M8,X1,X2,X3,X4,X5,X6,X7,Z3,Z3 ROADSTER,Z4","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",M475,"BLACK SAPPHIRE-MET.,BLACK SHAPPHIRE-MET.,PRETO SAFIRA-MET.,SAPHIRSCHWARZ-MET.,SAPPHIRE BLACK-MET.",2799,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW 475 BLACKSAPHIR-MET. 2000 - 2025 Roof,2000 - 2025,BLACKSAPHIR-MET.(EU),https://cdn.shopify.com/s/files/1/0600/6938/0246/files/d24626709da6e4fa88c71003bfad3c3f.png?v=1763383081
,STANDARD,28628,Color Information,"rgba(111, 112, 106, 1)",BMW,A96,Manufacturer,2008 - 2025,"1 SERIES,1 SERIES,118,120,2 ACTIVE TOURER,2 SERIES,2 SERIES,2-SERIES GRAN COUPE,2-SERIES GRAN TOURER,3 SER. GT,3 SER. GT,3 SERIES,3 SERIES,4 SER. GRAN COUPE,4 SERIES,4 SERIES,5 SERIES,5 SERIES,6 GRAN COUPE,6 SERIES,6 SERIES,6 SERIES GT,6 SERIES GT,7 SERIES,7 SERIES,8 SERIES,I4,IX,IX3,M2,M3,M3 COUPE,M3 LIMOUSINE,M4,M4,M6,M8,X1,X1,X2,X2,X3,X3,X4,X4,X5,X5,X6,X6,X7,Z4,Z4","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",WA96,"BRANCO MINERAL-MET.,MINERAL WHITE-MET.,MINERALNAYA BELYY-MET.,NANUQ WHITE-MET.",3014,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW A96 MINERALWEISS-MET. 2008 - 2025,2008 - 2025,MINERALWEISS-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/4d6998407a2a8b9c2feb4e11382a6c4c.png?v=1763383100
,STANDARD,35094,Color Information,"rgba(1, 0, 0, 1)",BMW,C57,Manufacturer,2015 - 2025,"3 SERIES,4 SERIES,5 SERIES,7 SERIES,8 SERIES,I4,IX,M3,M4,M5,M8","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","WC57,WX15,X15,X1C","AVENTURIN RED-MET.,AVENTURINE RED-MET.",639186,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW C57 AVENTURINROT-MET. 2015 - 2025,2015 - 2025,AVENTURINROT-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/f21b33edede8fa4654cfe90c8bd5d6cd.png?v=1763383119
,STANDARD,45812,Color Information,"rgba(8, 0, 0, 1)",BMW,C68,Manufacturer,2022 - 2025,"2 SERIES,3 SERIES,4 SERIES,5 SERIES,I4,I5,IX2,M2,M5,X2,X3","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",WC68,DRAGON FIRE ROT-MET.,737750,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW C68 MINERALROT-MET. 2022 - 2025,2022 - 2025,MINERALROT-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/2eca68c0749ad1d045ab7a2d8b53a67e.png?v=1763383134
,STANDARD,38711,Color Information,"rgba(0, 0, 9, 1)",BMW,C6R,Manufacturer,2020 - 2025,"3 SERIES,4 SER. GRAN COUPE,4 SERIES,I4,M3,M4","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","WC6R,WX1E,X1E","FROZEN PORTIMAO BLAU II-MET.,FROZEN PORTIMAO BLUE-MET.",1002027,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW C6R FROZEN PORTIMAO BLAU-MET. 2020 - 2025,2020 - 2025,FROZEN PORTIMAO BLAU-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/e919d13ab27c4938cbbabf3a3578bacd.png?v=1763383152
Roof,STANDARD,20835,Color Information,"rgba(0, 1, 1, 1)",BMW,M475,Manufacturer,2000 - 2025,"1 SERIES,118,120,2 SERIES,2-SERIES GRAN COUPE,3 SER. GT,3 SERIES,4 SER. GRAN COUPE,4 SERIES,5 SERIES,6 GRAN COUPE,6 SERIES,6 SERIES GT,7 SERIES,8 SERIES,I4,IX,M2,M3,M4,M5,M5 LIMOUSINE,M5 TOURING,M6,M6 CABRIO,M6 COUPE,M8,X1,X2,X3,X4,X5,X6,X7,Z3,Z3 ROADSTER,Z4","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",475,"BLACK SAPHIR-MET.,BLACK SAPPHIRE-MET.,BLACK SHAPPHIRE-MET.,MIDNIGHT BLACK 2-MET.,PRETO SAFIRA-MET.,SAPHIRSCHWARZ-MET.,SAPPHIRE BLACK-MET.",655557,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW M475 BLACKSAPHIR-MET. 2000 - 2025 Roof,2000 - 2025,BLACKSAPHIR-MET.(EU),https://cdn.shopify.com/s/files/1/0600/6938/0246/files/0b1c1c49fd81a84a8f81858da1457ad5.png?v=1763383169
,STANDARD,28628,Color Information,"rgba(116, 117, 112, 1)",BMW,WA96,Manufacturer,2008 - 2025,"1 SERIES,1 SERIES,118,120,2 ACTIVE TOURER,2 SERIES,2 SERIES,2-SERIES GRAN COUPE,2-SERIES GRAN TOURER,3 SER. GT,3 SER. GT,3 SERIES,3 SERIES,4 SER. GRAN COUPE,4 SERIES,4 SERIES,5 SERIES,5 SERIES,6 GRAN COUPE,6 SERIES,6 SERIES,6 SERIES GT,6 SERIES GT,7 SERIES,7 SERIES,8 SERIES,I4,IX,IX3,M2,M3,M3 COUPE,M3 LIMOUSINE,M4,M4,M6,M8,X1,X1,X2,X2,X3,X3,X4,X4,X5,X5,X6,X6,X7,Z4,Z4","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",A96,"BRANCO MINERAL-MET.,MINERAL WHITE-MET.,MINERALNAYA BELYY-MET.,NANUQ WHITE-MET.",3142,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW WA96 MINERALWEISS-MET. 2008 - 2025,2008 - 2025,MINERALWEISS-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/14466e14c9a0d7bd53377c16cdcc4b2c.png?v=1763383185
,STANDARD,35094,Color Information,"rgba(1, 0, 0, 1)",BMW,WC57,Manufacturer,2015 - 2025,"3 SERIES,4 SERIES,5 SERIES,7 SERIES,8 SERIES,I4,IX,M3,M4,M5,M8","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","C57,WX15,X15,X1C","AVENTURIN RED-MET.,AVENTURINE RED-MET.",639204,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW WC57 AVENTURINROT-MET. 2015 - 2025,2015 - 2025,AVENTURINROT-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/18269a48d1d9044dfac8eadc4ee2fe9b.png?v=1763383203
,STANDARD,45812,Color Information,"rgba(7, 0, 0, 1)",BMW,WC68,Manufacturer,2022 - 2025,"2 SERIES,3 SERIES,4 SERIES,5 SERIES,I4,I5,IX2,M2,M5,X2,X3","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",C68,"DRAGON FIRE ROT-MET.,FIRE RED-MET.,VEGAS RED-MET.",737844,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW WC68 MINERALROT-MET. 2022 - 2025,2022 - 2025,MINERALROT-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/648ff9a488b79427a7b388939ce78ba9.png?v=1763383219
,STANDARD,38711,Color Information,"rgba(0, 0, 9, 1)",BMW,WC6R,Manufacturer,2020 - 2025,"3 SERIES,4 SER. GRAN COUPE,4 SERIES,I4,M3,M4","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","C6R,WX1E,X1E","FROZEN PORTIMAO BLAU II-MET.,FROZEN PORTIMAO BLUE-MET.",1002115,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW WC6R FROZEN PORTIMAO BLAU-MET. 2020 - 2025,2020 - 2025,FROZEN PORTIMAO BLAU-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/cfcad970289d7f1b5e611d4e852e450b.png?v=1763383237
,STANDARD,38711,Color Information,"rgba(0, 0, 10, 1)",BMW,WX1E,Manufacturer,2020 - 2025,"3 SERIES,4 SER. GRAN COUPE,4 SERIES,I4,M3,M4","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","C6R,WC6R,X1E","FROZEN PORTIMAO BLUE-MET.,FROZEN PORTMAO BLAU-MET.",555195,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW WX1E FROZEN PORTIMAO BLAU-MET. 2020 - 2025,2020 - 2025,FROZEN PORTIMAO BLAU-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/3f919496db6b9f34d8529e04435e2186.png?v=1763383256
,STANDARD,35094,Color Information,"rgba(1, 0, 0, 1)",BMW,X15,Manufacturer,2015 - 2025,"3 SERIES,4 SERIES,5 SERIES,7 SERIES,8 SERIES,I4,IX,M3,M4,M5,M8","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","C57,WC57,WX15,X1C","AVENTURIN RED-MET.,AVENTURINE RED-MET.",639216,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW X15 AVENTURINROT-MET. 2015 - 2025,2015 - 2025,AVENTURINROT-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/24d0f4f5642d6865ee8e76edefbe13f9.png?v=1763383301
,STANDARD,35094,Color Information,"rgba(1, 0, 0, 1)",BMW,X1C,Manufacturer,2015 - 2025,"3 SERIES,4 SERIES,5 SERIES,7 SERIES,8 SERIES,I4,IX,M3,M4,M5,M8","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","C57,WC57,WX15,X15","AVENTURIN RED-MET.,AVENTURINE RED-MET.",639235,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW X1C AVENTURINROT-MET. 2015 - 2025,2015 - 2025,AVENTURINROT-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/9920be3845080f9a89fe6a5d988dff08.png?v=1763383316
,STANDARD,38711,Color Information,"rgba(0, 0, 11, 1)",BMW,X1E,Manufacturer,2020 - 2025,"3 SERIES,4 SER. GRAN COUPE,4 SERIES,I4,M3,M4","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","C6R,WC6R,WX1E","FROZEN PORTIMAO BLUE-MET.,FROZEN PORTMAO BLAU-MET.",555228,691afb0a34e432.96897834,BMW,I4,,/v2/search/family,BMW X1E FROZEN PORTIMAO BLAU-MET. 2020 - 2025,2020 - 2025,FROZEN PORTIMAO BLAU-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/9a733f0e2d78a6efe23d0e3504a0943d.png?v=1763383333
,STANDARD,37540,Color Information,"rgba(0, 1, 1, 1)",BMW,C1M,Manufacturer,2017 - 2025,"1 SERIES,2 ACTIVE TOURER,2 SERIES,2-SERIES GRAN COUPE,2-SERIES GRAN TOURER,3 SERIES,5 SERIES,6 SERIES,6 SERIES GT,7 SERIES,I5,IX,IX1,IX3,M5,X1,X2,X3,X3,X4,X5,X6,X7","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",WC1M,PHYTONIC BLUE-MET.,79917,691afb0a34e432.96897834,BMW,I5,,/v2/search/family,BMW C1M PHYTONICBLAU-MET. 2017 - 2025,2017 - 2025,PHYTONICBLAU-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/199f75eeb6ae7d65005d1c849810ff9c.png?v=1763383377
,STANDARD,38584,Color Information,"rgba(0, 1, 1, 1)",BMW,C5Y,Manufacturer,2020 - 2025,"I5,IX1,X1,XM","[object Object],[object Object],[object Object],[object Object]",WC5Y,"CAPE YORK GREEN-MET.,CAPE YORK GRUEN-MET.,CAPE YORK-MET.",993438,691afb0a34e432.96897834,BMW,I5,,/v2/search/family,BMW C5Y CAPE YORK GRUN-MET. 2020 - 2025,2020 - 2025,CAPE YORK GRUN-MET.,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/e75654905a0c2d2c759a044156c7defc.png?v=1763383395
